adult,id,original_language,original_title,popularity,title,release_date
False,4929,en,Hang 'em High,5.1279,Hang 'em High,1968-04-12
False,345920,en,Collateral Beauty,5.1278,Collateral Beauty,2016-12-15
False,610219,en,The Fire Inside,5.1255,The Fire Inside,2024-12-25
False,4478,en,Indecent Proposal,5.1242,Indecent Proposal,1993-04-07
False,73,en,American History X,5.1239,American History X,1998-07-01
False,562545,ja,襲われる女教師,5.1206,Attacked Female Teacher,1983-02-04
False,42337,fr,Beau-père,5.1179,Beau Pere,1981-09-15
False,704239,en,The Union,5.1171,The Union,2024-08-15
False,760161,en,Orphan: First Kill,5.117,Orphan: First Kill,2022-07-27
False,4808,en,Charade,5.1152,Charade,1963-12-01
False,795774,he,מישהו יאהב מישהו,5.1685,All Eyes Off Me,2022-06-08
False,1194963,ko,노이즈,5.166,Noise,2025-06-25
False,52212,it,Miranda,5.1656,Miranda,1985-10-15
False,228326,en,The Book of Life,5.1646,The Book of Life,2014-10-01
False,10515,ja,天空の城ラピュタ,5.1646,Castle in the Sky,1986-08-02
False,10567,en,Dinosaur,5.1623,Dinosaur,2000-05-19
False,16996,en,17 Again,5.1609,17 Again,2009-03-11
False,10764,en,Quantum of Solace,5.1605,Quantum of Solace,2008-10-29
False,391757,en,Never Back Down: No Surrender,5.1596,Never Back Down: No Surrender,2016-06-07
False,483456,ja,PEACE MAKER 鐵 前篇 想道~オモウミチ~,5.1549,Peacemaker Kurogane: Belief,2018-06-02
False,153104,en,Wicked Minds,5.1532,Wicked Minds,2003-03-01
False,1008953,en,Incoming,5.1525,Incoming,2024-08-22
False,842675,zh,流浪地球2,5.1521,The Wandering Earth II,2023-01-22
False,567609,en,Ready or Not,5.151,Ready or Not,2019-08-21
False,262504,en,Allegiant,5.151,Allegiant,2016-03-09
False,56379,it,Casotto,5.1473,Beach House,1977-10-27
False,687047,en,The White Mouse,5.1455,The White Mouse,1921-11-06
False,297270,en,Tinker Bell and the Legend of the NeverBeast,5.1448,Tinker Bell and the Legend of the NeverBeast,2014-12-12
False,10513,en,Plan 9 from Outer Space,5.143,Plan 9 from Outer Space,1959-07-22
False,1252745,es,Azul de niño,5.1422,Blue for a Boy,2025-06-27
False,297090,ja,ちょっとかわいいアイアンメイデン,5.1936,The Torture Club,2014-07-19
False,21316,en,Leroy & Stitch,5.191,Leroy & Stitch,2006-06-23
False,39538,en,Contagion,5.188,Contagion,2011-09-08
False,1282404,ar,ريستارت,5.1861,Restart,2025-05-29
False,122126,ko,후궁: 제왕의 첩,5.1852,The Concubine,2012-06-06
False,206647,en,Spectre,5.1824,Spectre,2015-10-26
False,382517,en,Open Season: Scared Silly,5.1821,Open Season: Scared Silly,2015-12-18
False,239,en,Some Like It Hot,5.1808,Some Like It Hot,1959-03-19
False,33,en,Unforgiven,5.1808,Unforgiven,1992-08-07
False,831815,en,Saving Bikini Bottom: The Sandy Cheeks Movie,5.1807,Saving Bikini Bottom: The Sandy Cheeks Movie,2024-10-18
False,37834,en,Knight and Day,5.1795,Knight and Day,2010-06-15
False,97,en,Tron,5.1785,Tron,1982-07-09
False,17610,en,Year One,5.1752,Year One,2009-06-18
False,10054,en,Spy Kids,5.1752,Spy Kids,2001-03-18
False,8916,en,Antz,5.1739,Antz,1998-10-02
False,589594,en,Abduction,5.1719,Abduction,2019-03-20
False,762,en,Monty Python and the Holy Grail,5.1711,Monty Python and the Holy Grail,1975-04-03
False,11023,en,Thirteen,5.171,Thirteen,2003-08-20
False,1013601,en,The Alto Knights,5.1701,The Alto Knights,2025-03-19
False,1367,en,Rocky II,5.1686,Rocky II,1979-06-15
False,850165,en,The Iron Claw,5.2254,The Iron Claw,2023-12-21
False,236751,en,Heaven Is for Real,5.2201,Heaven Is for Real,2014-04-16
False,357096,en,I Spit on Your Grave III: Vengeance Is Mine,5.2192,I Spit on Your Grave III: Vengeance Is Mine,2015-10-01
False,228205,en,The Longest Ride,5.2181,The Longest Ride,2015-04-09
False,978592,en,Sleeping Dogs,5.2165,Sleeping Dogs,2024-03-21
False,346648,en,Paddington 2,5.2135,Paddington 2,2017-11-09
False,79871,cn,蜜桃成熟時,5.2126,Crazy Love,1993-04-17
False,834,en,Underworld: Evolution,5.2126,Underworld: Evolution,2006-01-12
False,795514,en,The Fallout,5.211,The Fallout,2021-03-17
False,47327,en,Drive Angry,5.2108,Drive Angry,2011-02-24
False,10634,en,Friday,5.2043,Friday,1995-04-26
False,717930,en,Kandahar,5.2017,Kandahar,2023-05-25
False,1246,en,Rocky Balboa,5.2013,Rocky Balboa,2006-12-20
False,5820,en,The Sentinel,5.2012,The Sentinel,2006-04-19
False,972533,en,Last Breath,5.1998,Last Breath,2025-02-27
False,332411,en,I Am Wrath,5.1992,I Am Wrath,2016-04-14
False,125157,it,"Undici giorni, undici notti",5.1987,"Eleven Days, Eleven Nights",1987-03-27
False,911835,ko,숙모,5.1984,Aunt,2021-07-28
False,1500522,zh,缉盗,5.197,Never a Thief,2025-07-25
False,445651,en,The Darkest Minds,5.1953,The Darkest Minds,2018-07-25
False,639,en,When Harry Met Sally...,5.2619,When Harry Met Sally...,1989-07-12
False,1195585,en,The Hard Hit,5.2609,The Hard Hit,2023-10-20
False,1307078,en,My Oxford Year,5.2569,My Oxford Year,2025-07-31
False,992437,ja,巨大バスト９９　Ｄカップの女,5.2554,Kyodai bust 99: D-cup no onna,1985-01-15
False,330980,en,Box Room,5.2554,Box Room,2014-03-08
False,22490,en,The Women,5.2552,The Women,1939-09-01
False,290250,en,The Nice Guys,5.2551,The Nice Guys,2016-05-15
False,80788,ja,団鬼六 美教師地獄責め,5.2535,Beautiful Teacher in Torture Hell,1985-12-14
False,299687,en,The 5th Wave,5.2504,The 5th Wave,2016-01-14
False,433498,en,Papillon,5.2474,Papillon,2017-09-07
False,76617,en,Texas Chainsaw 3D,5.2462,Texas Chainsaw 3D,2013-01-03
False,8274,en,American Pie Presents: Band Camp,5.2459,American Pie Presents: Band Camp,2005-10-31
False,1094138,en,Jackpot!,5.241,Jackpot!,2024-08-13
False,30497,en,The Texas Chain Saw Massacre,5.2396,The Texas Chain Saw Massacre,1974-10-11
False,11130,en,The Princess Diaries 2: Royal Engagement,5.2382,The Princess Diaries 2: Royal Engagement,2004-08-06
False,698948,en,Thirteen Lives,5.2381,Thirteen Lives,2022-07-18
False,1038263,en,Maria,5.2356,Maria,2024-11-27
False,673593,en,Mean Girls,5.2356,Mean Girls,2024-01-10
False,9567,en,Tears of the Sun,5.2351,Tears of the Sun,2003-03-07
False,458423,en,Mamma Mia! Here We Go Again,5.2323,Mamma Mia! Here We Go Again,2018-07-18
False,1091043,ta,தண்டகாரண்யம்,5.2966,Thandakaaranyam,
False,64635,en,Total Recall,5.2937,Total Recall,2012-08-02
False,955916,en,Lift,5.2923,Lift,2024-01-12
False,1262983,fr,MadS,5.2909,MadS,2024-10-25
False,1188104,th,ปล้นทะลุไมล์,5.2877,The X-Treme Riders,2023-11-09
False,1991,en,Death Proof,5.2839,Death Proof,2007-05-22
False,266647,en,Pan,5.2836,Pan,2015-09-24
False,79,zh,英雄,5.2835,Hero,2002-07-22
False,150354,en,The Making of 'Jurassic Park',5.2791,The Making of 'Jurassic Park',1995-04-23
False,11231,en,The Next Karate Kid,5.2776,The Next Karate Kid,1994-07-18
False,5548,en,RoboCop,5.2775,RoboCop,1987-07-17
False,1139817,ko,무도실무관,5.2717,Officer Black Belt,2024-09-12
False,17654,en,District 9,5.2717,District 9,2009-08-05
False,646389,en,Plane,5.2698,Plane,2023-01-12
False,619297,en,Sweet Girl,5.2687,Sweet Girl,2021-08-18
False,1370,en,Rambo III,5.2685,Rambo III,1988-05-24
False,8078,en,Alien Resurrection,5.2681,Alien Resurrection,1997-11-12
False,9767,en,The Break-Up,5.2676,The Break-Up,2006-06-01
False,1205515,en,"Sorry, Baby",5.2664,"Sorry, Baby",2025-06-27
False,564140,de,Kalte Füße,5.2625,Cold Feet,2018-11-21
False,646380,en,Don't Look Up,5.3265,Don't Look Up,2021-12-08
False,793,en,Blue Velvet,5.3224,Blue Velvet,1986-09-19
False,10431,en,War,5.3215,War,2007-08-24
False,75432,ko,맛있는 섹스 그리고 사랑,5.3212,Sweet Sex and Love,2003-06-27
False,44048,en,Unstoppable,5.3199,Unstoppable,2010-11-04
False,397567,ko,신과함께-죄와 벌,5.3177,Along with the Gods: The Two Worlds,2017-12-20
False,429197,en,Vice,5.316,Vice,2018-12-25
False,227156,en,The Giver,5.316,The Giver,2014-08-13
False,415842,en,American Assassin,5.3145,American Assassin,2017-07-14
False,10402,en,Deuce Bigalow: Male Gigolo,5.3139,Deuce Bigalow: Male Gigolo,1999-12-10
False,506072,en,Prospect,5.3119,Prospect,2018-10-02
False,465914,en,If Beale Street Could Talk,5.3109,If Beale Street Could Talk,2018-12-14
False,755,en,From Dusk Till Dawn,5.3106,From Dusk Till Dawn,1996-01-19
False,454619,en,Overboard,5.3024,Overboard,2018-04-13
False,1281826,en,One Fast Move,5.3014,One Fast Move,2024-08-07
False,20662,en,Robin Hood,5.3,Robin Hood,2010-05-12
False,7364,en,Sahara,5.2999,Sahara,2005-04-06
False,258509,en,Alvin and the Chipmunks: The Road Chip,5.2998,Alvin and the Chipmunks: The Road Chip,2015-12-17
False,1040148,en,"Ruby Gillman, Teenage Kraken",5.2987,"Ruby Gillman, Teenage Kraken",2023-06-28
False,283378,en,Fallen,5.2987,Fallen,2016-11-10
False,11012,en,Damage,5.3543,Damage,1992-12-02
False,1134055,en,Kill Shot,5.3521,Kill Shot,2023-08-15
False,46529,en,I Am Number Four,5.3519,I Am Number Four,2011-02-18
False,417320,en,Descendants 2,5.351,Descendants 2,2017-07-21
False,559969,en,El Camino: A Breaking Bad Movie,5.3489,El Camino: A Breaking Bad Movie,2019-10-11
False,426889,fr,Le Clitoris,5.3482,Le Clitoris,2016-06-18
False,4256,en,Scary Movie 3,5.3459,Scary Movie 3,2003-10-24
False,8643,en,The Exorcism of Emily Rose,5.3453,The Exorcism of Emily Rose,2005-09-09
False,10495,en,The Karate Kid Part III,5.3428,The Karate Kid Part III,1989-06-16
False,26466,en,Triangle,5.3408,Triangle,2009-10-16
False,970347,en,The Killer,5.3399,The Killer,2024-08-22
False,967941,en,Wicked: For Good,5.3387,Wicked: For Good,2025-11-19
False,399360,en,Alpha,5.3378,Alpha,2018-08-17
False,865,en,The Running Man,5.336,The Running Man,1987-11-13
False,1094713,en,The Mistress,5.3319,The Mistress,2023-07-28
False,193551,cn,驚變,5.3314,All of a Sudden,1996-06-14
False,1000075,fr,Largo Winch : Le Prix de l'argent,5.3305,The Price of Money: A Largo Winch Adventure,2024-07-31
False,696806,en,The Adam Project,5.3288,The Adam Project,2022-03-11
False,9659,en,Mad Max,5.3284,Mad Max,1979-04-12
False,37958,en,Immortals,5.3277,Immortals,2011-11-10
False,339984,en,Miracles from Heaven,5.3846,Miracles from Heaven,2016-03-17
False,4148,en,Revolutionary Road,5.3831,Revolutionary Road,2008-12-19
False,9408,en,Surf's Up,5.3822,Surf's Up,2007-06-08
False,554972,ko,성난황소,5.3803,Unstoppable,2018-11-22
False,11360,en,Dumbo,5.3761,Dumbo,1941-10-31
False,1171101,te,కుబేర,5.3758,Kuberaa,2025-06-19
False,524,en,Casino,5.3752,Casino,1995-11-22
False,26389,en,From Paris with Love,5.3748,From Paris with Love,2010-02-04
False,49049,en,Dredd,5.3745,Dredd,2012-09-07
False,284,en,The Apartment,5.3653,The Apartment,1960-06-21
False,183011,en,Justice League: The Flashpoint Paradox,5.3648,Justice League: The Flashpoint Paradox,2013-07-30
False,3049,en,Ace Ventura: Pet Detective,5.364,Ace Ventura: Pet Detective,1994-02-04
False,1093237,en,Hurry Up Tomorrow,5.3636,Hurry Up Tomorrow,2025-05-14
False,719410,zh,刻在你心底的名字,5.3633,Your Name Engraved Herein,2020-09-30
False,87502,en,Flight,5.3629,Flight,2012-11-02
False,318256,en,Hot Girls Wanted,5.3626,Hot Girls Wanted,2015-01-24
False,109451,en,Cloudy with a Chance of Meatballs 2,5.3569,Cloudy with a Chance of Meatballs 2,2013-09-26
False,7340,en,Carrie,5.3568,Carrie,1976-11-03
False,967,en,Spartacus,5.355,Spartacus,1960-10-13
False,632727,en,Texas Chainsaw Massacre,5.3545,Texas Chainsaw Massacre,2022-02-18
False,77877,en,The Lucky One,5.415,The Lucky One,2012-04-19
False,196867,en,Annie,5.4141,Annie,2014-12-18
False,3131,en,Gangs of New York,5.4141,Gangs of New York,2002-12-14
False,604079,en,The Long Walk,5.413,The Long Walk,2025-09-11
False,9352,en,EuroTrip,5.4125,EuroTrip,2004-02-20
False,2133,en,The Perfect Storm,5.4123,The Perfect Storm,2000-06-29
False,345915,en,Once Upon a Time in Venice,5.4092,Once Upon a Time in Venice,2017-06-08
False,1488147,zh,斗罗大陆剧场版：剑道尘心​,5.4073,Douluo Dalu Movie: Sword of Dust,2025-07-12
False,1154215,fr,Elyas,5.4062,Elyas,2024-07-03
False,906126,es,La sociedad de la nieve,5.4059,Society of the Snow,2023-12-15
False,348350,en,Solo: A Star Wars Story,5.4055,Solo: A Star Wars Story,2018-05-15
False,809107,en,Z-O-M-B-I-E-S 3,5.4045,Z-O-M-B-I-E-S 3,2022-07-09
False,824,en,Moulin Rouge!,5.4004,Moulin Rouge!,2001-05-18
False,87827,en,Life of Pi,5.3981,Life of Pi,2012-11-20
False,1624,en,Liar Liar,5.398,Liar Liar,1997-03-21
False,853,en,Enemy at the Gates,5.397,Enemy at the Gates,2001-02-28
False,686,en,Contact,5.3949,Contact,1997-07-11
False,581392,ko,반도,5.3918,Peninsula,2020-07-15
False,395834,en,Wind River,5.3907,Wind River,2017-08-03
False,657654,ko,선배부부와 교환섹스,5.3849,Senior Couple and Exchange Sex,2019-12-23
False,1701,en,Con Air,5.4418,Con Air,1997-06-05
False,20504,en,The Book of Eli,5.4385,The Book of Eli,2010-01-14
False,725201,en,The Gray Man,5.4382,The Gray Man,2022-07-13
False,1573,en,Die Hard 2,5.4382,Die Hard 2,1990-07-03
False,1490213,ja,鬼滅の刃 遊郭決戦編,5.4378,Demon Slayer: Kimetsu no Yaiba Entertainment District Decisive Battle Arc,2023-03-01
False,8009,en,Highlander,5.4376,Highlander,1986-03-07
False,467938,fr,Revenge,5.4371,Revenge,2018-02-07
False,2108,en,The Breakfast Club,5.4367,The Breakfast Club,1985-02-15
False,1244361,th,ช.พ.๑ สมรภูมิคืนชีพ,5.4325,Operation Undead,2024-07-20
False,109414,en,This Is the End,5.4289,This Is the End,2013-06-12
False,65,en,8 Mile,5.4266,8 Mile,2002-11-08
False,574060,en,Gunpowder Milkshake,5.4264,Gunpowder Milkshake,2021-07-14
False,957304,en,Drive-Away Dolls,5.4229,Drive-Away Dolls,2024-02-22
False,267935,en,The BFG,5.4213,The BFG,2016-06-01
False,2667,en,The Blair Witch Project,5.4189,The Blair Witch Project,1999-07-14
False,1433735,es,Loco Por Ella,5.4186,Loco Por Ella,2025-04-17
False,1084440,en,Daniela Forever,5.418,Daniela Forever,2025-02-21
False,256591,en,Focus,5.4173,Focus,2015-02-25
False,11397,en,Not Another Teen Movie,5.4167,Not Another Teen Movie,2001-12-07
False,17578,en,The Adventures of Tintin,5.4151,The Adventures of Tintin,2011-10-24
False,16643,en,Life or Something Like It,5.4641,Life or Something Like It,2002-04-24
False,770,en,Gone with the Wind,5.4626,Gone with the Wind,1939-12-15
False,616446,en,Brothers,5.4614,Brothers,2024-10-10
False,13811,en,Knowing,5.461,Knowing,2009-03-19
False,13971,en,Wild Child,5.4604,Wild Child,2008-08-15
False,931102,zh,龙马精神,5.4603,Ride On,2023-04-07
False,333371,en,10 Cloverfield Lane,5.4585,10 Cloverfield Lane,2016-03-10
False,10663,en,The Waterboy,5.4581,The Waterboy,1998-11-06
False,762430,en,Retribution,5.458,Retribution,2023-08-23
False,1299652,en,Watchmen: Chapter II,5.4556,Watchmen: Chapter II,2024-11-25
False,12620,en,The House Bunny,5.4556,The House Bunny,2008-08-22
False,18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,5.4528,Neon Genesis Evangelion: The End of Evangelion,1997-07-19
False,342473,en,Ballerina,5.4517,Ballerina,2016-12-14
False,8922,en,Jeepers Creepers,5.4516,Jeepers Creepers,2001-07-01
False,581526,ko,다만 악에서 구하소서,5.4511,Deliver Us from Evil,2020-08-05
False,1155089,en,Justice League: Crisis on Infinite Earths Part One,5.4471,Justice League: Crisis on Infinite Earths Part One,2024-01-08
False,1092506,en,On Swift Horses,5.4469,On Swift Horses,2025-04-24
False,25998,cn,黑太陽731,5.4452,Men Behind the Sun,1988-12-01
False,646,en,Dr. No,5.4436,Dr. No,1962-10-07
False,638,en,Lost Highway,5.4423,Lost Highway,1997-01-15
False,11690,en,Bloodsport,5.4933,Bloodsport,1988-02-26
False,550205,en,Wish Dragon,5.492,Wish Dragon,2021-01-15
False,1267,en,Meet the Robinsons,5.4906,Meet the Robinsons,2007-03-23
False,438478,fr,Pornocratie: Les nouvelles multinationales du sexe,5.4895,Pornocracy: The New Sex Multinationals,2017-03-12
False,10998,en,Fatal Attraction,5.489,Fatal Attraction,1987-09-18
False,614696,ko,#살아있다,5.4881,#Alive,2020-06-24
False,339692,en,Shot Caller,5.4872,Shot Caller,2017-07-07
False,1116490,en,Cash Out,5.4854,Cash Out,2024-04-26
False,913,en,The Thomas Crown Affair,5.4814,The Thomas Crown Affair,1999-08-06
False,458594,en,Peppermint,5.4789,Peppermint,2018-09-06
False,3170,en,Bambi,5.4772,Bambi,1942-08-14
False,50348,en,The Lincoln Lawyer,5.4771,The Lincoln Lawyer,2011-03-17
False,3602,en,I'll Always Know What You Did Last Summer,5.4768,I'll Always Know What You Did Last Summer,2006-06-24
False,398978,en,The Irishman,5.4764,The Irishman,2019-11-01
False,360920,en,The Grinch,5.4751,The Grinch,2018-11-08
False,277,en,Underworld,5.4742,Underworld,2003-09-19
False,635910,en,The Last Voyage of the Demeter,5.4716,The Last Voyage of the Demeter,2023-08-09
False,769749,en,Finding You,5.4703,Finding You,2021-05-13
False,305470,en,Power Rangers,5.4683,Power Rangers,2017-03-23
False,8810,en,Mad Max 2,5.4668,Mad Max 2,1981-12-24
False,37233,en,The Firm,5.533,The Firm,1993-06-30
False,338952,en,Fantastic Beasts: The Crimes of Grindelwald,5.5329,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14
False,1571,en,Live Free or Die Hard,5.5317,Live Free or Die Hard,2007-06-20
False,324558,en,X-Rated: The Greatest Adult Movies of All Time,5.5299,X-Rated: The Greatest Adult Movies of All Time,2015-02-06
False,386716,ko,젊은 엄마3,5.527,Young Mother 3,2015-09-03
False,22164,en,Blood and Bone,5.5214,Blood and Bone,2009-02-07
False,207932,en,Inferno,5.5207,Inferno,2016-10-13
False,453405,en,Gemini Man,5.5171,Gemini Man,2019-10-02
False,1426680,es,Nuestros tiempos,5.5157,Our Times,2025-06-09
False,966220,uk,Снайпер. Білий ворон,5.5143,Sniper: The White Raven,2022-05-03
False,75258,en,Secret of the Wings,5.513,Secret of the Wings,2012-08-17
False,1087822,en,Hellboy: The Crooked Man,5.5126,Hellboy: The Crooked Man,2024-08-29
False,424139,en,Halloween,5.5123,Halloween,2018-10-18
False,583083,en,The Kissing Booth 2,5.5093,The Kissing Booth 2,2020-07-24
False,406990,en,What Happened to Monday,5.5067,What Happened to Monday,2017-08-18
False,287649,ko,마담 뺑덕,5.5051,Scarlet Innocence,2014-10-02
False,893694,tl,Eva,5.5047,Eva,2021-12-24
False,788,en,Mrs. Doubtfire,5.4986,Mrs. Doubtfire,1993-11-24
False,406,fr,La Haine,5.4963,La Haine,1995-05-31
False,10882,en,Sleeping Beauty,5.4934,Sleeping Beauty,1959-02-17
False,91417,en,Dragons: Gift of the Night Fury,5.5506,Dragons: Gift of the Night Fury,2011-11-15
False,8488,en,Hitch,5.5505,Hitch,2005-02-11
False,900667,ja,ONE PIECE FILM RED,5.5496,One Piece Film Red,2022-08-06
False,611252,ja,宇能鴻一郎の濡れて騎る,5.5496,Koichiro Uno's Wet and Riding,1982-01-08
False,418827,ko,젊은 형부,5.5479,Sister's Younger Husband,2016-10-11
False,49797,ko,악마를 보았다,5.5453,I Saw the Devil,2010-08-12
False,435,en,The Day After Tomorrow,5.5426,The Day After Tomorrow,2004-05-26
False,2756,en,The Abyss,5.5425,The Abyss,1989-08-09
False,1047041,ja,名探偵コナン 黒鉄の魚影（サブマリン）,5.5409,Detective Conan: Black Iron Submarine,2023-04-14
False,271026,it,La figliastra - Storia di corna e di passioni,5.5392,La figliastra - Storia di corna e di passioni,1976-07-29
False,303991,en,Demolition,5.5373,Demolition,2016-04-06
False,693,en,Meet the Fockers,5.536,Meet the Fockers,2004-12-22
False,1083862,ja,バイオハザード：デスアイランド,5.5357,Resident Evil: Death Island,2023-06-22
False,9016,en,Treasure Planet,5.535,Treasure Planet,2002-11-26
False,192558,hi,आशिकी २,5.5346,Aashiqui 2,2013-04-26
False,274854,en,The Last Witch Hunter,5.5344,The Last Witch Hunter,2015-10-21
False,4257,en,Scary Movie 4,5.5343,Scary Movie 4,2006-04-12
False,687259,zh,镜花风月三之螺女挑情,5.5341,Ghost stories,1982-01-01
False,62213,en,Dark Shadows,5.5341,Dark Shadows,2012-05-09
False,807172,en,The Exorcist: Believer,5.5333,The Exorcist: Believer,2023-10-04
False,1154269,hu,Menantu dan Mertua,5.583,Menantu dan Mertua,2023-04-27
False,18190,en,Dream Lover,5.582,Dream Lover,1994-11-11
False,68555,ja,デスノート：リライト2 Lを継ぐ者,5.5816,Death Note Relight 2: L's Successors,2009-10-07
False,338967,en,Zombieland: Double Tap,5.5811,Zombieland: Double Tap,2019-10-09
False,1062276,en,Dark Match,5.5794,Dark Match,2024-07-21
False,479718,ko,범죄도시,5.5785,The Outlaws,2017-10-03
False,10315,en,Fantastic Mr. Fox,5.578,Fantastic Mr. Fox,2009-10-14
False,13387,en,Transporter 3,5.5773,Transporter 3,2008-11-26
False,638039,en,Penis Poetry,5.5766,Penis Poetry,2017-01-08
False,18823,en,Clash of the Titans,5.5758,Clash of the Titans,2010-03-26
False,661374,en,Glass Onion: A Knives Out Mystery,5.5747,Glass Onion: A Knives Out Mystery,2022-11-23
False,1320400,pt,Apocalipse nos Trópicos,5.5745,Apocalypse in the Tropics,2025-07-03
False,15121,en,The Sound of Music,5.574,The Sound of Music,1965-03-29
False,1075334,en,The Girl Who Escaped: The Kara Robinson Story,5.5739,The Girl Who Escaped: The Kara Robinson Story,2023-02-11
False,9342,en,The Mask of Zorro,5.5719,The Mask of Zorro,1998-07-16
False,6844,en,The Ten Commandments,5.5705,The Ten Commandments,1956-10-05
False,12230,en,One Hundred and One Dalmatians,5.5621,One Hundred and One Dalmatians,1961-01-25
False,1830,en,Lord of War,5.5587,Lord of War,2005-09-16
False,1305194,es,Mi prima la sexóloga 2 (de la fantasía a la realidad),5.5566,My Cousin the Sexologist 2,2024-05-15
False,995,en,Stagecoach,5.5509,Stagecoach,1939-03-02
False,8065,en,21,5.6179,21,2008-03-27
False,1128650,cn,誤判,5.6168,The Prosecutor,2024-12-08
False,585032,ko,사방지,5.6103,Sa Bang-ji,1988-10-29
False,372921,ko,공즉시색,5.6061,Mutual Relations,2015-12-01
False,13053,en,Bolt,5.606,Bolt,2008-11-21
False,280180,en,Beverly Hills Cop: Axel F,5.6053,Beverly Hills Cop: Axel F,2024-06-20
False,28178,en,Hachi: A Dog's Tale,5.6028,Hachi: A Dog's Tale,2009-06-08
False,1825,en,Over the Top,5.6022,Over the Top,1987-02-13
False,1380682,en,The Last Rodeo,5.5989,The Last Rodeo,2025-05-22
False,36955,en,True Lies,5.5982,True Lies,1994-07-15
False,107846,en,Escape Plan,5.5957,Escape Plan,2013-10-09
False,604822,zh,急先锋,5.5953,Vanguard,2020-01-22
False,2123,en,"Me, Myself & Irene",5.5921,"Me, Myself & Irene",2000-06-22
False,4258,en,Scary Movie 5,5.5918,Scary Movie 5,2013-04-11
False,10331,en,Night of the Living Dead,5.5892,Night of the Living Dead,1968-10-04
False,1104271,ru,Странный дом,5.5868,Strange House,2023-04-06
False,653,de,"Nosferatu, eine Symphonie des Grauens",5.5862,Nosferatu,1922-02-16
False,1252428,zh,狂蟒之灾,5.5857,Anaconda,2024-03-01
False,332562,en,A Star Is Born,5.5852,A Star Is Born,2018-10-03
False,1368337,en,The Odyssey,5.5842,The Odyssey,2026-07-15
False,454640,en,The Angry Birds Movie 2,5.6597,The Angry Birds Movie 2,2019-08-02
False,1134978,en,Fast & Furious Presents: Hobbs & Reyes,5.6588,Fast & Furious Presents: Hobbs & Reyes,
False,8689,it,Cannibal Holocaust,5.6572,Cannibal Holocaust,1980-02-07
False,15070,en,Undisputed,5.6544,Undisputed,2002-07-17
False,8277,en,American Pie Presents: Beta House,5.6525,American Pie Presents: Beta House,2007-12-26
False,1005076,en,Duchess,5.6518,Duchess,2024-08-01
False,623,en,A Fish Called Wanda,5.6503,A Fish Called Wanda,1988-07-15
False,172385,en,Rio 2,5.6458,Rio 2,2014-03-19
False,451048,en,Jungle Cruise,5.6399,Jungle Cruise,2021-07-28
False,592983,en,Spellbound,5.6384,Spellbound,2024-11-22
False,55301,en,Alvin and the Chipmunks: Chipwrecked,5.6383,Alvin and the Chipmunks: Chipwrecked,2011-12-14
False,9377,en,Ferris Bueller's Day Off,5.6339,Ferris Bueller's Day Off,1986-06-11
False,9361,en,The Last of the Mohicans,5.6332,The Last of the Mohicans,1992-08-26
False,9739,en,Demolition Man,5.6294,Demolition Man,1993-10-08
False,419680,en,Daddy's Home 2,5.6272,Daddy's Home 2,2017-11-09
False,11411,en,Superman IV: The Quest for Peace,5.6257,Superman IV: The Quest for Peace,1987-07-24
False,4977,ja,パプリカ,5.6251,Paprika,2006-10-01
False,264660,en,Ex Machina,5.6243,Ex Machina,2015-01-21
False,1155234,zh,时间之子,5.6228,Endless Journey of Love,2025-05-30
False,5241,en,Two Moon Junction,5.6222,Two Moon Junction,1988-04-29
False,621191,en,Blue Story,5.6909,Blue Story,2019-11-22
False,1086747,en,The Watchers,5.6906,The Watchers,2024-06-06
False,1578,en,Raging Bull,5.6898,Raging Bull,1980-11-14
False,499191,ja,娼年,5.684,Call Boy,2018-04-06
False,864370,zh,咒,5.6838,Incantation,2022-03-18
False,280092,en,Insidious: Chapter 3,5.682,Insidious: Chapter 3,2015-05-28
False,481084,en,The Addams Family,5.6817,The Addams Family,2019-10-10
False,1201176,en,Easter Bloody Easter,5.6816,Easter Bloody Easter,2024-03-25
False,1791,fr,La Pianiste,5.6803,The Piano Teacher,2001-09-05
False,531219,en,Roald Dahl's The Witches,5.6794,Roald Dahl's The Witches,2020-10-26
False,1151534,es,Nowhere,5.6793,Nowhere,2023-09-29
False,323272,en,War Room,5.6783,War Room,2015-08-28
False,1395724,ja,痴人の愛,5.6778,Chijin no Ai,2024-11-29
False,1339658,en,"Oh, Hi!",5.6774,"Oh, Hi!",2025-07-25
False,2059,en,National Treasure,5.6724,National Treasure,2004-11-19
False,450465,en,Glass,5.67,Glass,2019-01-16
False,10340,en,Lady and the Tramp,5.6678,Lady and the Tramp,1955-06-22
False,22794,en,Cloudy with a Chance of Meatballs,5.6652,Cloudy with a Chance of Meatballs,2009-09-17
False,10802,en,Showgirls,5.6612,Showgirls,1995-09-22
False,59967,en,Looper,5.6607,Looper,2012-09-26
False,502416,en,Ma,5.7379,Ma,2019-05-29
False,9374,en,Death Becomes Her,5.7359,Death Becomes Her,1992-07-30
False,1484262,en,Trainwreck: The Cult of American Apparel,5.7321,Trainwreck: The Cult of American Apparel,2025-06-30
False,581,en,Dances with Wolves,5.7286,Dances with Wolves,1990-03-30
